track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,album,release_type,release_date,explicit,artists,target_popularity,days_since_release,num_artists,has_features,num_words_in_title,num_words_in_album,num_hit_words_track,num_flop_words_track,num_hit_words_album,num_flop_words_album
Cool Change,0.388,0.368,9,-10.984,1,0.0289,0.319,2.02e-06,0.0992,0.175,128.527,313320,4,27.96229,10,First Under The Wire (Remastered 2010),album,1979-07-01,False,Little River Band,0,16356,1,False,2,6,0,0,1,1
Key To The City,0.181,0.744,4,-10.857,0,0.056,0.052,0.908,0.135,0.3,139.937,278733,4,42.29733,17,Maximum Security,album,1987-01-01,False,Tony MacAlpine,0,13615,1,False,4,2,0,0,0,0
"(you're So Square) Baby, I Don't Care",0.39,0.618,7,-12.351,1,0.0405,0.181,0.00192,0.272,0.615,171.767,158000,4,23.08798,10,Wild Things Run Fast,album,1982-10-01,False,Joni Mitchell,0,15168,1,False,7,4,2,2,0,0
Ebony Eyes,0.522,0.536,2,-7.132,1,0.026,0.147,0.0,0.123,0.441,140.311,307640,4,34.47934,16,Cold Blooded (Expanded Edition),album,1983-08-05,False,Rick James&&Smokey Robinson,1,14860,2,True,2,4,1,0,2,2
Lucky,0.655,0.79,10,-7.384,1,0.0482,0.12,0.000775,0.367,0.721,145.938,243053,4,20.21116,15,Shakespeare Stole My Baby,album,2005-07-26,False,Eye To Eye,0,6834,1,False,1,4,0,0,1,0
Left In The Dark,0.428,0.273,6,-20.813,1,0.0444,0.693,0.0,0.115,0.256,122.292,429733,4,51.28364,17,Emotion,album,1984-12-18,False,Barbra Streisand,0,14359,1,False,4,1,0,0,0,0
Yo Te Necesito,0.432,0.643,9,-9.168,1,0.0533,0.281,0.0,0.08,0.773,181.519,178240,3,48.23935,8,Yo Te Necesito,album,1982-01-01,False,Los Bukis,1,15441,1,False,3,3,0,1,0,0
Zombie Dance - Remastered,0.524,0.883,11,-8.274,0,0.0919,6.6e-05,0.885,0.0849,0.594,108.284,115440,4,23.62863,7,Songs The Lord Taught Us,album,1980-01-01,False,The Cramps,0,16172,1,False,4,5,1,2,1,1
Justice Prevails,0.347,0.829,0,-4.587,0,0.0658,0.00648,0.000191,0.0728,0.252,125.93,280920,4,33.28064,8,The Final Curtain,album,1981-01-01,False,Further Seems Forever,0,15806,1,False,2,3,0,0,0,1
You're So Easy To Love,0.576,0.53,10,-11.317,1,0.0372,0.0389,0.0,0.0517,0.933,120.277,241227,4,26.02731,12,Three Times In Love,album,2009-07-10,False,Tommy James,0,5389,1,False,5,4,1,1,1,1
Betty And Dupree's Blues,0.377,0.142,5,-15.266,1,0.0345,0.783,0.000723,0.186,0.481,80.082,374440,4,34.93304,18,Back To New Orleans,album,1989-01-01,False,Sonny Terry&&Brownie McGhee,0,12884,2,True,4,4,0,1,1,1
My Romance - Rudy Van Gelder Remaster,0.464,0.0059,1,-22.41,1,0.0608,0.945,0.904,0.139,0.297,95.18,254027,4,22.54404,12,Boss Tenor,album,1987-01-01,False,Gene Ammons,0,13615,1,False,7,2,0,1,0,0
Pop Song,0.666,0.736,2,-7.512,1,0.0352,0.0572,0.00556,0.23,0.872,101.11,205547,4,53.71973,9,Pop Model,album,1986-04-15,False,Lio,0,13876,1,False,2,2,1,2,1,1
Save Me,0.497,0.812,7,-14.401,1,0.0464,0.0272,0.00115,0.278,0.305,136.373,210373,4,30.69333,10,"Young, Wild And Free",album,1986-01-01,False,Brighton Rock,0,13980,1,False,2,4,0,0,1,0
Dance,0.559,0.903,8,-9.5,1,0.0467,0.00151,0.0163,0.138,0.741,128.946,261387,4,30.82336,11,Dancin' Undercover,album,1986-09-24,False,Ratt,0,13714,1,False,1,2,1,1,0,0
That's What Love Is All About,0.527,0.273,5,-15.253,1,0.0378,0.792,2.45e-05,0.124,0.17,121.79,237627,4,45.83677,12,The Hunger,album,1987-10-06,False,Michael Bolton,1,13337,1,False,6,2,1,1,0,0
Etikette tötet,0.209,0.957,2,-5.23,1,0.233,0.0016,0.00246,0.721,0.333,153.451,216200,4,24.07032,14,Live Pankehallen 21.01.1984,album,1984-01-01,False,Slime,0,14711,1,False,2,3,0,0,1,1
Let's Work,0.584,0.983,0,-5.202,1,0.0605,0.0346,0.447,0.408,0.552,117.349,291173,4,29.07501,12,Primitive Cool,album,1987-09-14,False,Mick Jagger,0,13359,1,False,2,2,1,1,0,0
Great Heart,0.688,0.518,7,-16.707,1,0.0346,0.199,1.76e-06,0.249,0.914,121.243,264200,4,24.71518,11,Third World Child,album,1987-05-18,False,Johnny Clegg&&Savuka,0,13478,2,True,2,3,1,1,1,1
Enamorada,0.539,0.396,10,-7.551,1,0.0291,0.298,1.33e-06,0.106,0.452,109.96,164693,4,35.74736,10,José Guardiola. Historia del Pop Español,album,1985-05-19,False,José Guardiola,0,14207,1,False,1,6,0,0,1,2
Last Farewell,0.176,0.31,1,-12.961,1,0.0525,0.708,0.974,0.424,0.0522,179.744,325333,4,31.12871,11,Nada!,album,1985-10-12,False,Death In June,0,14061,1,False,2,1,0,0,0,0
(Sittin' On) The Dock Of The Bay,0.724,0.585,7,-6.739,1,0.03,0.0582,0.00285,0.104,0.471,104.761,185733,4,31.22157,8,Steamin' Hot,album,1982-07-17,False,The Reddings,0,15244,1,False,7,2,0,0,1,0
Hollywood,0.384,0.496,9,-8.923,0,0.0299,0.0917,4.52e-06,0.139,0.213,97.83,250773,4,37.52273,9,Hang On for Your Life (Remastered),album,1980-01-01,False,Shooting Star,0,16172,1,False,1,6,0,0,2,2
One,0.682,0.615,11,-12.839,1,0.0353,0.279,0.0414,0.036,0.958,109.047,294600,4,18.46329,11,One,album,1989-04-17,False,Bee Gees,0,12778,1,False,1,1,0,0,0,0
Lovin' The Night Away,0.365,0.609,1,-9.315,1,0.0331,0.429,1.89e-06,0.221,0.566,84.645,237695,4,32.38993,11,Lovin' the Night Away (2018 Remaster),album,1981-05-17,False,The DIllman Band,0,15670,1,False,4,6,2,2,2,1
On The Road Again,0.714,0.724,4,-8.488,1,0.042,0.55,0.101,0.826,0.802,111.173,153107,4,38.68719,8,Greatest Hits (& Some That Will Be),compilation,1981-08-21,False,Willie Nelson,1,15574,1,False,4,7,0,0,2,2
Canvas Home,0.313,0.289,10,-20.774,1,0.0474,0.257,0.131,0.119,0.424,148.52,154000,4,29.23575,8,World Of Echo,album,1986-01-01,False,Arthur Russell,0,13980,1,False,2,3,1,1,1,1
Miss Sun,0.739,0.45,9,-15.091,1,0.0299,0.173,0.0868,0.0571,0.705,103.684,330507,4,50.22884,13,The Essential Boz Scaggs,compilation,2013-10-29,False,Boz Scaggs,0,3817,1,False,2,4,1,1,1,1
(Angel On My Mind) That's Why I'm Walkin',0.589,0.45,4,-9.38,1,0.0249,0.2,0.00025,0.216,0.459,99.95,180933,4,37.53809,9,Country Gentleman: The Best Of Ricky Skaggs,compilation,1998-01-01,False,Ricky Skaggs,0,9597,1,False,8,7,2,1,2,2
I'm So Glad I'm Standing Here Today,0.454,0.497,1,-7.034,1,0.0499,0.335,9.26e-06,0.0621,0.418,139.063,300573,4,50.41855,12,Ultimate Collection,compilation,2004-01-13,False,The Crusaders&&Joe Cocker,0,7394,2,True,7,2,0,0,2,1
Outside My Window,0.717,0.53,6,-16.112,1,0.0375,0.812,0.000186,0.237,0.711,114.405,330133,4,22.93676,16,Journey Through The Secret Life Of Plants,album,1979-10-30,False,Stevie Wonder,0,16235,1,False,3,7,0,0,1,1
Bang The Drum All Day,0.639,0.752,2,-12.454,1,0.0451,0.541,0.0,0.0453,0.966,143.086,215400,4,50.14833,10,The Ever Popular Tortured Artist Effect,album,1982-01-01,False,Todd Rundgren,1,15441,1,False,5,6,1,1,0,0
Footloose,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,4,25.59008,9,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",compilation,1997-03-25,False,Kenny Loggins,1,9879,1,False,1,10,0,0,2,2
La Gata Bajo la Lluvia,0.499,0.648,7,-5.812,1,0.0331,0.723,0.0,0.576,0.464,88.14,219107,4,33.56609,10,Sus 16 Grandes Exitos,compilation,1983-03-05,False,Rocío Dúrcal,1,15013,1,False,5,4,1,1,0,1
Play The Game,0.382,0.698,5,-5.772,1,0.0321,0.337,0.0,0.126,0.277,78.5,212533,4,65.68711,5,The Game (Deluxe Remastered Version),album,1980-06-27,False,Queen,1,15994,1,False,3,5,0,0,4,3
Thunder In Rock,0.462,0.788,4,-5.705,1,0.0335,0.0112,5.62e-05,0.225,0.688,90.229,199533,4,30.4214,8,Fleet Street,album,1982-03-23,False,Fist,0,15360,1,False,3,2,1,1,0,1
All Those Years Ago,0.555,0.639,2,-6.832,1,0.033,0.137,1.98e-05,0.0733,0.518,125.77,227320,4,41.1398,11,Somewhere In England,album,1981-06-01,False,George Harrison,0,15655,1,False,4,3,0,0,0,0
What Kind Of Fool Am I,0.611,0.453,2,-11.383,1,0.0434,0.483,0.0,0.0774,0.321,118.921,200640,4,36.73739,8,Success Hasn't Spoiled Me Yet,album,1982-03-23,False,Rick Springfield,0,15360,1,False,6,5,0,0,0,0
Hello Again,0.861,0.834,11,-7.626,0,0.0464,0.218,0.0264,0.23,0.914,129.109,228867,4,28.53795,11,Heartbeat City,album,1984-03-13,False,The Cars,0,14639,1,False,2,2,0,0,1,0
On A Carousel,0.439,0.487,11,-11.097,1,0.039,0.144,0.000113,0.219,0.615,119.135,206907,4,25.67649,9,"Heard It On the Radio, Vol. 7",compilation,2012-04-03,False,Glass Moon,0,4391,1,False,3,7,0,0,2,1
Amor de Medianoche,0.548,0.546,7,-10.971,1,0.0457,0.54,4.25e-05,0.0947,0.831,103.736,341693,4,32.45677,15,Colección De Oro,album,1988-01-01,False,Luis Enrique,0,13250,1,False,3,3,0,1,0,0
I Can't Stop (Holding On),0.585,0.771,1,-5.247,1,0.0315,0.0574,0.814,0.066,0.46,136.096,140373,4,35.75424,9,On Any Normal Monday,album,1982-01-01,False,The Cleaners From Venus,0,15441,1,False,5,4,1,0,0,0
Addicted To Love,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,4,40.80441,19,Riptide,album,1985-01-01,False,Robert Palmer&&Eric 'ET' Thorngren,1,14345,2,True,3,1,1,1,0,0
Too Hot,0.719,0.515,7,-11.168,0,0.113,0.362,1.95e-06,0.11,0.697,104.935,226827,4,42.64507,11,The Very Best Of Kool & The Gang (Reissue),compilation,1999-03-01,False,Kool & The Gang,0,9173,1,False,2,9,1,0,1,1
Always There For You,0.539,0.727,8,-9.945,1,0.0313,0.00269,5.39e-05,0.0496,0.577,117.577,250040,4,38.37454,11,In God We Trust,album,1988-01-01,False,Stryper,0,13250,1,False,4,4,0,0,0,0
"Rapper's Delight - 7"" Single Version",0.905,0.692,2,-14.143,1,0.199,0.22,0.0,0.128,0.943,111.292,305413,4,35.37898,15,The Sugarhill Gang,album,1980-02-07,False,The Sugarhill Gang,0,16135,1,False,6,3,0,1,0,0
John Henry,0.567,0.295,9,-14.359,1,0.0394,0.989,0.612,0.137,0.313,130.333,325800,4,25.28684,18,"Gospel, Blues And Street Songs",album,1987-01-01,False,Pink Anderson,0,13615,1,False,2,5,0,0,1,4
Notorious,0.815,0.626,0,-13.406,1,0.0553,0.504,1.41e-06,0.0372,0.825,106.47,258000,4,57.76636,9,Greatest,compilation,1998-11-09,False,Duran Duran,1,9285,1,False,1,1,0,0,1,1
Románticos Al Rescate,0.813,0.845,5,-3.932,0,0.0432,0.202,0.0,0.214,0.913,87.407,291173,4,16.18071,13,Oro Salsero,album,1988-01-01,False,Luis Enrique,0,13250,1,False,3,2,0,0,0,0
Aisi Lagi Lagan,0.622,0.525,3,-10.969,0,0.0478,0.826,0.0,0.121,0.54,130.024,319627,3,24.41749,11,Bhajans,album,1982-01-01,False,Anup Jalota,0,15441,1,False,3,1,0,0,0,0
Cuando Cuando,0.585,0.7,5,-7.064,0,0.0422,0.534,1.03e-05,0.282,0.654,103.78,181603,4,51.24926,8,15 Inolvidables Exitos,album,1980-03-12,False,Tito Rodriguez,0,16101,1,False,2,3,0,0,0,1
The Lochs Of Dread,0.547,0.284,7,-17.762,1,0.111,0.7,0.831,0.0952,0.768,96.511,287560,1,58.49974,14,Telluride Sessions,album,1989-01-01,False,Strength In Numbers,0,12884,1,False,4,2,0,0,0,1
Raça Brasileira,0.549,0.592,2,-6.817,1,0.0469,0.681,0.0,0.288,0.819,149.319,252200,4,42.3071,14,Raça Brasileira,compilation,1985-01-01,False,Elaine Machado,0,14345,1,False,2,2,0,0,0,0
The Man Of My Dreams - Somewhere In Time/Soundtrack Version,0.193,0.189,5,-19.938,1,0.0424,0.279,0.787,0.104,0.0908,82.201,101893,3,22.06227,5,Somewhere In Time (Original Motion Picture Soundtrack),compilation,1980-01-01,False,John Barry,0,16172,1,False,10,7,3,4,5,5
Karlsquell,0.421,0.989,10,-5.624,0,0.0828,0.00038,0.00168,0.757,0.297,114.02,162627,4,56.49899,8,Live Pankehallen 21.01.1984,album,1984-01-01,False,Slime,0,14711,1,False,1,3,0,0,1,1
See-Through,0.312,0.334,2,-17.203,0,0.0989,0.78,0.128,0.121,0.306,75.879,130000,3,38.1283,8,World Of Echo,album,1986-01-01,False,Arthur Russell,0,13980,1,False,1,3,0,0,1,1
Bringin' On The Heartbreak,0.329,0.676,9,-9.036,0,0.0324,0.0366,0.0,0.18,0.529,78.217,273733,4,45.3859,8,High 'N' Dry,album,1981-07-11,False,Def Leppard,1,15615,1,False,4,3,0,0,1,0
"Gyrlz, They Love Me",0.862,0.358,9,-16.5,1,0.311,0.000401,4.13e-06,0.291,0.554,94.015,297493,4,38.63056,15,Big Tyme,album,1989-01-01,False,Heavy D & The Boyz,0,12884,1,False,4,2,1,1,1,1
Roof Fight,0.283,0.29,2,-20.951,0,0.0547,0.386,0.689,0.136,0.107,104.002,81827,3,25.32953,3,Batman (Original Motion Picture Score),compilation,1989-08-08,False,Danny Elfman,0,12665,1,False,2,5,0,0,3,3
Broken Wings,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,343933,4,13.30716,16,Welcome To The Real World,album,1985-11-27,False,Mr. Mister,1,14015,1,False,2,5,0,0,1,1
To The Listeners,0.759,0.516,1,-10.791,1,0.322,0.132,1.03e-05,0.326,0.828,93.435,269773,4,42.37321,12,Follow The Leader (Expanded Edition),album,1988-07-25,False,Eric B. & Rakim,0,13044,1,False,3,5,0,0,2,2
Take Me Home,0.62,0.807,8,-7.753,1,0.0548,0.471,0.108,0.0477,0.579,118.796,353573,4,24.43093,13,No Jacket Required (2016 Remaster),album,1985-01-25,False,Phil Collins,1,14321,1,False,3,5,1,1,1,0
Marilyn on a Train (1982),0.67,0.883,2,-7.381,1,0.041,0.00385,0.00047,0.0811,0.935,92.465,244667,4,30.24961,12,On Any Normal Monday,album,1982-01-01,False,The Cleaners From Venus,0,15441,1,False,5,4,0,0,0,0
The Old Country,0.365,0.443,5,-20.555,1,0.0863,0.38,0.0562,0.694,0.346,85.285,396307,4,46.96926,11,Standards Live,album,1986-01-01,False,Nat Adderley&&Keith Jarrett&&Gary Peacock&&Jack DeJohnette,0,13980,4,True,3,2,1,1,1,1
Kasme Vaade Nibhayenge Hum - Part I - Kasme Vaade / Soundtrack Version,0.519,0.554,6,-7.498,1,0.0322,0.63,8.81e-06,0.401,0.634,134.497,285827,4,49.76789,10,Kasme Vaade (Original Motion Picture Soundtrack),compilation,1981-01-01,False,Kishore Kumar&&Lata Mangeshkar&&R. D. Burman,0,15806,3,True,13,6,0,2,4,4
Make That Move,0.788,0.685,7,-7.806,1,0.103,0.0354,0.000891,0.0636,0.753,116.947,373160,4,35.49741,18,The 12 Inch Collection,compilation,1993-01-01,False,Shalamar,0,11423,1,False,3,4,1,0,1,1
Upside Down,0.873,0.855,5,-8.559,0,0.0615,0.178,0.0282,0.0377,0.884,107.868,245600,4,41.60987,11,Diana,album,1980-05-22,False,Diana Ross,1,16030,1,False,2,1,0,0,0,0
The Message,0.932,0.786,1,-8.025,1,0.196,0.0397,2.87e-06,0.132,0.755,100.365,433467,4,20.30212,24,Rapper's Delight,album,2018-06-28,False,Grandmaster Flash&&The Furious Five&&The Sugarhill Gang,0,2114,3,True,2,2,0,0,0,0
Turned Away,0.434,0.833,6,-9.018,1,0.048,0.0865,0.0486,0.117,0.786,189.645,343933,4,50.44176,13,Chuckii,album,1989-01-01,False,Chuckii Booker,0,12884,1,False,2,1,1,1,0,0
Highlife,0.84,0.727,5,-11.973,0,0.0519,0.383,0.19,0.114,0.863,124.528,299713,4,30.97049,13,Ambolley,album,1982-01-01,False,Gyedu-Blay Ambolley,0,15441,1,False,1,1,0,0,0,0
Volcano,0.652,0.474,5,-14.436,1,0.204,0.332,1.03e-06,0.0993,0.88,176.966,219893,4,43.46763,10,Volcano,album,1979-01-01,False,Jimmy Buffett,1,16537,1,False,1,1,0,0,0,0
Once In A Lifetime,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4,41.15323,11,Remain in Light (Deluxe Version),album,1980-10-08,False,Talking Heads,1,15891,1,False,4,5,0,0,3,2
Heaven Is A Place On Earth,0.64,0.81,4,-10.19,1,0.033,0.031,2.22e-06,0.0492,0.804,122.868,247293,4,38.05143,12,Heaven On Earth,album,1987-10-05,False,Belinda Carlisle,1,13338,1,False,6,3,1,0,0,0
Falsa Moneda,0.427,0.103,2,-15.731,0,0.0403,0.544,3.82e-06,0.255,0.286,111.891,200388,4,33.43257,9,Quedate Con La Copla,album,1987-01-01,False,Carlos Cano,0,13615,1,False,2,4,0,0,0,1
One Step Closer,0.663,0.552,9,-8.82,1,0.0342,0.403,0.0,0.0362,0.773,131.249,251893,4,53.51212,12,One Step Closer,album,1980-01-01,False,The Doobie Brothers,0,16172,1,False,3,3,0,0,0,0
Corona,0.47,0.913,7,-10.196,1,0.0343,6.59e-05,0.267,0.222,0.977,130.425,145533,4,38.47022,5,Double Nickels on the Dime,album,1984-07-24,False,Minutemen,1,14506,1,False,1,5,0,0,0,0
Between the Lines,0.48,0.843,9,-9.133,1,0.0392,0.000232,0.0936,0.102,0.608,137.48,255173,4,57.6442,10,Groovies Greatest Grooves,album,1989-01-01,False,Flamin' Groovies,0,12884,1,False,3,3,0,0,1,1
Promiscuity,0.587,0.783,8,-12.003,0,0.0341,0.00275,0.0227,0.19,0.939,133.693,254000,4,58.93467,8,Love for Sale,album,1988-09-01,False,Boytronic,0,13006,1,False,1,3,0,0,1,1
אלינור,0.497,0.671,5,-14.335,1,0.0699,0.235,0.0791,0.172,0.467,103.147,301667,3,70.76963,14,במיטב להיטי הזהב חלק ב,album,1988-01-01,False,Zohar Argov,0,13250,1,False,1,5,0,0,0,0
Glassworks: IV. Rubric,0.542,0.566,3,-11.721,1,0.0293,0.701,0.0113,0.172,0.754,94.601,364573,4,59.58851,12,Glassworks - Expanded Edition,album,1982-01-01,False,Philip Glass&&Philip Glass Ensemble&&Michael Riesman,0,15441,3,True,3,4,0,0,2,2
I've Done Everything For You,0.594,0.898,4,-4.796,1,0.0452,0.0228,0.0,0.0627,0.808,161.512,197053,4,29.94205,12,Working Class Dog,album,1981-03-13,False,Rick Springfield,0,15735,1,False,5,3,1,1,0,0
Baby Come To Me,0.381,0.707,0,-8.869,0,0.162,0.104,0.0,0.369,0.605,167.817,249973,4,57.13869,13,R&B: From Doo-Wop To Hip-Hop,compilation,1999-10-08,False,Regina Belle,0,8952,1,False,4,5,2,2,0,2
O Morro Nao Tem Vez,0.463,0.38,7,-13.032,0,0.0303,0.775,0.0662,0.137,0.676,152.409,412160,4,28.24787,24,The Girl From Ipanema - The Bossa Nova Years,album,1989-01-01,False,Stan Getz&&Luiz Bonfá,0,12884,2,True,5,9,0,0,1,5
Sirigaita - Remasterizado,0.778,0.509,4,-10.388,1,0.0407,0.478,0.0025,0.0736,0.858,83.318,203640,4,50.80882,11,O Último Romântico 2,album,1983-10-20,False,Lulu Santos,0,14784,1,False,3,4,0,1,0,0
Tu Presa Fácil,0.754,0.474,5,-11.132,1,0.0286,0.72,0.0,0.0603,0.78,115.555,242040,4,32.45799,12,Siempre Te Amaré,album,1989-01-01,False,Los Yonic's,1,12884,1,False,3,3,0,1,0,0
Wheels of Fire,0.342,0.897,2,-11.221,1,0.103,1.08e-05,0.643,0.358,0.129,94.596,250373,4,34.64995,12,Kings of Metal,album,1988-11-01,False,Manowar,0,12945,1,False,3,3,0,0,0,1
Live Is Life,0.633,0.952,9,-4.274,0,0.0337,0.0532,1.73e-06,0.989,0.765,95.422,249500,4,150.54219,5,Live Is Life,single,2011-02-11,False,Opus,1,4808,1,False,3,3,2,2,2,2
Ansinnen,0.239,0.133,11,-14.488,1,0.0416,0.97,0.00026,0.157,0.141,65.268,62150,4,23.09348,3,Lustwandel,album,1981-01-01,False,Roedelius,0,15806,1,False,1,1,0,0,0,0
Burning Star,0.231,0.971,2,-4.072,1,0.205,0.000278,3.56e-06,0.108,0.338,168.403,228307,4,38.47396,14,Burning Star,album,1984-01-01,False,Helstar,0,14711,1,False,2,2,0,0,0,0
Night Rider,0.135,0.925,9,-3.018,1,0.132,0.000165,0.873,0.0655,0.479,65.398,252667,4,31.65634,14,Judgement of the Dead,album,1984-12-06,False,Pagan Altar,0,14371,1,False,2,4,1,1,0,0
Ramon,0.698,0.393,9,-17.827,1,0.0275,0.587,0.00617,0.0525,0.698,104.599,305600,4,22.00959,13,Strange Angels,album,1989-10-20,False,Laurie Anderson,0,12592,1,False,1,2,0,0,0,0
Physical,0.834,0.633,4,-11.442,0,0.0422,0.0631,5e-05,0.313,0.904,123.815,224773,4,46.3982,9,Physical,album,1981-01-01,False,Olivia Newton-John,0,15806,1,False,1,1,0,0,0,0
Witness (Main Title) / Journey To Baltimore,0.0744,0.0825,9,-21.207,0,0.0443,0.97,0.963,0.0965,0.0337,78.257,383000,3,28.86833,22,Witness (Original Motion Picture Soundtrack),album,1985-01-01,False,Maurice Jarre,0,14345,1,False,7,5,0,1,4,4
The Monastery Of Amorgos,0.584,0.422,10,-13.383,1,0.0307,0.0577,0.96,0.113,0.155,122.032,76933,4,15.973,3,The Big Blue (Original Motion Picture Soundtrack),album,1988-04-01,False,Éric Serra,0,13159,1,False,4,7,0,0,6,5
I Ain't No Fucking Dog,0.352,0.782,1,-10.937,0,0.0435,0.000958,1.37e-06,0.103,0.591,160.912,163507,4,38.13174,5,This Is the Reaction,album,1984-10-01,False,Last Rites,0,14437,1,False,5,4,1,0,0,0
Poison,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4,36.90502,10,Trash,album,1989-07-25,False,Alice Cooper,1,12679,1,False,1,1,0,0,0,0
Monday Blues - Horror Stories,0.0913,0.904,9,-2.65,0,0.186,0.000627,0.853,0.615,0.557,186.548,85600,4,38.22418,4,Lick It 1983-1986,album,1983-01-01,False,Dwarves,0,15076,1,False,5,3,0,1,0,0
Only The Lonely,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,196200,4,26.02442,8,All Four One (Remastered 1999),album,1982-04-06,False,The Motels,1,15346,1,False,3,5,1,0,1,1
Daydream Believer,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,43.48787,9,"The Birds, The Bees, & The Monkees",album,1968-04-22,False,The Monkees,1,20443,1,False,2,7,0,0,0,0
The Borderlines,0.848,0.89,7,-10.604,1,0.0394,0.181,0.00138,0.0826,0.968,133.614,327467,4,16.30569,12,Don't Stop,album,1984-01-01,False,Jeffrey Osborne,0,14711,1,False,2,2,0,0,1,0
Howlin' at Midnight,0.469,0.415,4,-14.343,1,0.0316,0.32,1.34e-06,0.219,0.718,93.893,233067,4,31.59238,14,Happy Woman Blues,album,1990-06-01,False,Lucinda Williams,0,12368,1,False,3,3,0,0,0,1
Why Do Fools Fall In Love,0.652,0.8,4,-5.463,1,0.0738,0.52,7.56e-05,0.566,0.961,160.105,173413,4,33.68122,8,Why Do Fools Fall in Love (Expanded Edition),album,1981-09-14,False,Diana Ross,0,15550,1,False,6,8,2,1,3,3
In a Manner of Speaking,0.601,0.466,5,-14.061,0,0.028,0.0528,0.833,0.21,0.165,109.995,259800,4,46.57357,12,Counterfeit E.P.,single,1989-01-01,False,Martin Gore,0,12884,1,False,5,2,0,0,0,0
Crazy For You,0.662,0.719,9,-6.606,1,0.0298,0.107,0.0,0.102,0.511,95.001,224320,4,24.17403,12,Celebration (double disc version),compilation,2009-09-18,False,Madonna,1,5319,1,False,3,4,1,0,1,1
Viertes Reich - Bonus Track,0.281,0.942,9,-4.831,0,0.0769,3.02e-05,2.86e-05,0.0946,0.81,142.455,131093,4,29.15583,7,Alle gegen alle,album,1983-01-01,False,Slime,0,15076,1,False,5,3,0,0,0,0
Me So Horny,0.941,0.727,0,-11.592,1,0.228,0.00472,0.000811,0.177,0.623,128.746,276467,4,28.43392,11,As Nasty As They Wanna Be,album,1989-03-20,False,2 LIVE CREW,1,12806,1,False,3,6,0,0,0,0
Symphonic Metamorphoses on Themes by Carl Maria von Weber: 2. Turandot (Scherzo),0.386,0.222,9,-20.602,0,0.0446,0.909,0.795,0.12,0.112,92.302,440640,4,29.52951,19,Hindemith: Symphonie 'Mathis der Maler' / Trauermusik / Symphonic Metamorphosis,album,1988-01-01,False,Paul Hindemith&&San Francisco Symphony&&Herbert Blomstedt,0,13250,3,True,12,10,0,0,0,0
Just To See Her,0.821,0.379,4,-15.489,0,0.0334,0.153,0.0,0.0839,0.914,109.123,244027,4,32.196,11,One Heartbeat,album,1987-01-01,False,Smokey Robinson,1,13615,1,False,4,2,1,1,0,0
Super Trouper,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.172,0.961,118.324,254600,4,33.90507,13,Super Trouper,album,1980-01-01,False,ABBA,0,16172,1,False,2,2,0,0,1,1
Too Late,0.507,0.52,11,-7.39,0,0.0294,0.0519,1.17e-06,0.0842,0.294,126.655,178267,4,19.36379,9,Evolution,album,1979-01-01,False,Journey,0,16537,1,False,2,1,0,0,0,0
Guter Rat ist teuer,0.193,0.977,2,-6.093,1,0.18,0.000157,0.000636,0.677,0.073,147.367,159120,4,47.71158,7,Alle gegen alle,album,1983-01-01,False,Slime,0,15076,1,False,4,3,0,0,0,0
And The Night Stood Still,0.672,0.669,4,-12.357,1,0.0272,0.0315,0.0,0.12,0.895,127.39,270307,4,80.27888,13,Yo Frankie,album,1989-12-19,False,Dion,0,12532,1,False,5,2,1,1,0,0
Don't Give It Up,0.733,0.765,4,-7.382,1,0.0319,0.0988,7.1e-06,0.0797,0.824,116.596,229093,4,30.8104,9,Lost Hits Of The 80's (Vol. 2),compilation,2012-01-01,False,Robbie Patton,0,4484,1,False,4,7,1,1,3,2
Holiday,0.71,0.796,7,-16.08,1,0.0412,0.0329,0.00474,0.215,0.774,114.941,254867,4,78.52822,10,Forever,album,1986-11-03,False,Kool & The Gang,0,13674,1,False,1,1,0,0,1,0
I Need A Man,0.697,0.945,7,-4.871,1,0.0571,0.0462,1e-05,0.0906,0.72,126.329,264333,4,43.00716,15,Savage,album,1987-11-09,False,Eurythmics&&Annie Lennox&&Dave Stewart,0,13303,3,True,4,1,2,1,0,0
At This Moment,0.578,0.286,6,-7.371,1,0.0421,0.864,2.68e-05,0.168,0.16,80.975,234507,3,57.16956,7,The Best of Billy Vera and the Beaters,compilation,2002-01-01,False,Billy Vera & The Beaters,0,8136,1,False,3,8,0,0,1,1
